,seq_num,time,tetramm1_current1_mean_value,tetramm1_current2_mean_value,tetramm1_current3_mean_value,tetramm1_current4_mean_value,tetramm1_sum_all_mean_value,sample_y,sample_y_user_setpoint,ts_tetramm1_current1_mean_value,ts_tetramm1_current2_mean_value,ts_tetramm1_current3_mean_value,ts_tetramm1_current4_mean_value,ts_tetramm1_sum_all_mean_value,ts_sample_y,ts_sample_y_user_setpoint
0,3,1782628357.3328767,-0.3993737863936326,44.438860318443886,1.1007757654747932,0.000245988049444057,45.14050828557452,41.56482299804688,41.56444238177801,1782628357.294913,1782628357.295234,1782628357.295487,1782628357.295755,1782628357.296193,1782628357.316748,1782628357.163014
1,7,1782628358.2796586,-0.3992899519604837,44.34687109878809,1.1006383772745898,0.00029525552930648023,45.04851477963149,41.971427307128906,41.971222042794956,1782628358.165572,1782628358.165768,1782628358.166025,1782628358.167599,1782628358.167891,1782628358.222724,1782628358.021598
2,9,1782628359.0472527,-0.39938360274760726,44.17584395752549,1.1008554167012785,0.00039480044704507495,44.877710571926286,42.175096130371095,42.17461187330343,1782628359.007994,1782628359.008337,1782628359.008924,1782628359.009381,1782628359.009679,1782628359.037735,1782628358.885296
3,12,1782628359.7643487,-0.3992966242811954,44.299465922053756,1.100708019408533,0.00045744614655569355,45.00133476332753,42.480192260742186,42.47969661906614,1782628359.69689,1782628359.697227,1782628359.69744,1782628359.697691,1782628359.698633,1782628359.744698,1782628359.591035
4,14,1782628360.711691,-0.39921250240208733,44.128155773703114,1.1007732036237239,0.0005048888497708568,44.83022136377463,42.68328308105469,42.68308644957462,1782628360.623668,1782628360.623964,1782628360.62429,1782628360.624597,1782628360.624911,1782628360.700756,1782628360.499203
5,17,1782628361.4981077,-0.39926708138975997,44.00951473392191,1.1009336216734655,0.00045992933240955613,44.71164120353809,42.98839416503906,42.98817119533733,1782628361.431644,1782628361.431905,1782628361.432118,1782628361.432352,1782628361.433261,1782628361.487696,1782628361.286597
6,21,1782628362.6742165,-0.39930772446116347,44.10539604579177,86.91836906639507,0.0004759814084510835,130.6249333691343,43.39515991210938,43.39495085635428,1782628362.625001,1782628362.625364,1782628362.625915,1782628362.626246,1782628362.626491,1782628362.608699,1782628362.407722
7,24,1782628363.3716974,-0.3993693704492336,44.08925570471559,85.49182432523689,0.00045426284231471893,129.18216492234538,43.700237121582035,43.70003560211699,1782628363.298455,1782628363.298769,1782628363.299104,1782628363.299381,1782628363.300153,1782628363.354742,1782628363.154035
8,43,1782628368.3566983,-0.39942887176278885,44.23676346746268,90.22412004201205,0.0003930769641219071,134.06184771467582,45.63272735595703,45.632238991947496,1782628368.344685,1782628368.344881,1782628368.345063,1782628368.34534,1782628368.345634,1782628368.349701,1782628368.195221
9,50,1782628370.1007469,-0.39928445027461196,44.273000290801875,1.1007714773531494,0.0005242493575948849,44.97501156723802,46.34457305908203,46.34410339872716,1782628370.052128,1782628370.052454,1782628370.052738,1782628370.053071,1782628370.053335,1782628370.085739,1782628369.931598
10,54,1782628371.1136136,-0.3994298383556769,44.378129976402256,1.1008599744130612,0.0004652770451962199,45.08002538950491,46.75136901855469,46.750883059744105,1782628371.091925,1782628371.092171,1782628371.092482,1782628371.09274,1782628371.093193,1782628371.104742,1782628370.949764
11,57,1782628371.9120066,-0.39945317509523504,44.22564277841909,1.1009480588957947,0.0003916022466682031,44.92752926446631,47.056180725097654,47.05596780550682,1782628371.827239,1782628371.827657,1782628371.827933,1782628371.82825,1782628371.828616,1782628371.887852,1782628371.685934
12,4,1782628357.542629,-0.39921193048888337,44.3983620041653,1.1007537693023683,0.0002884003275671418,45.10019224330637,41.666545715332035,41.66613729703224,1782628357.528903,1782628357.52922,1782628357.529415,1782628357.529724,1782628357.530317,1782628357.537711,1782628357.383425
13,8,1782628358.5074964,-0.3991553676772827,44.35706233297447,1.1008176442925117,0.00033694236561143036,45.05906155195545,42.073399963378904,42.07291695804919,1782628358.453362,1782628358.453624,1782628358.453927,1782628358.45417,1782628358.454642,1782628358.497731,1782628358.345469
14,10,1782628359.288419,-0.39936671343580726,44.17745709792649,1.1007641462886402,0.00032870927130171173,44.879183240050594,42.27674987792969,42.27630678855767,1782628359.234742,1782628359.234973,1782628359.235169,1782628359.23543,1782628359.236131,1782628359.280729,1782628359.126209
15,13,1782628360.1198926,-0.39917615314778526,44.24753114240182,1.1008950807093791,0.0004310725379518296,44.949681142501426,42.581886291503906,42.581391534320375,1782628360.05349,1782628360.053856,1782628360.054056,1782628360.054319,1782628360.054671,1782628360.106737,1782628359.951765
16,19,1782628362.0451534,-0.39915237109039337,44.0736694617271,3.5895172592613407,0.0004667145223101832,47.26450106442038,43.19178405761719,43.1915610258458,1782628361.980183,1782628361.98044,1782628361.981727,1782628361.981982,1782628361.982564,1782628362.036759,1782628361.836218
17,26,1782628363.8770852,-0.39951358789545965,44.08094274388617,84.31318347749571,0.00045599973176019243,127.99506863321811,43.90363067626953,43.90342543262546,1782628363.781911,1782628363.782309,1782628363.782616,1782628363.782927,1782628363.783172,1782628363.836737,1782628363.636177
18,30,1782628364.8346064,-0.3993651451425687,44.01340235760306,86.14292116171087,0.0005792012029152211,129.7575375753741,44.31041564941406,44.31020509364241,1782628364.746821,1782628364.747098,1782628364.747299,1782628364.74756,1782628364.747752,1782628364.819748,1782628364.618182
19,33,1782628365.8110566,-0.39944892446949654,44.226546911589466,86.35075341481577,0.0004951482665084637,130.1783465502022,44.61550445556641,44.61528983940512,1782628365.774481,1782628365.774825,1782628365.77509,1782628365.775736,1782628365.776161,1782628365.77373,1782628365.57356
20,37,1782628366.8379579,-0.39934271542160776,44.10098858277557,86.34402918728897,0.0003193991863667127,130.04599445382934,45.02226440429688,45.02206950042207,1782628366.736031,1782628366.736329,1782628366.736624,1782628366.736866,1782628366.737028,1782628366.832744,1782628366.631038
21,40,1782628367.6139123,-0.39943344111099005,44.03016531427285,85.37186793379924,0.0004537519048534858,129.00305355886618,45.32735382080078,45.32715424618478,1782628367.531903,1782628367.532102,1782628367.532371,1782628367.532573,1782628367.533119,1782628367.604749,1782628367.404816
22,44,1782628368.634394,-0.39931074636712854,44.16111567286671,90.17538653450177,0.0004670750087988657,133.93765853601042,45.73416290283203,45.73393390720173,1782628368.544624,1782628368.546091,1782628368.546264,1782628368.54642,1782628368.546647,1782628368.623752,1782628368.424911
23,47,1782628369.3634102,-0.39924890080518033,44.06141525482112,33.243218267895855,0.0004192941632988636,76.90580391607509,46.03922332763672,46.039018652964444,1782628369.300476,1782628369.300828,1782628369.301084,1782628369.301357,1782628369.30166,1782628369.358736,1782628369.156802
