,seq_num,time,tetramm1_current1_mean_value,tetramm1_current2_mean_value,tetramm1_current3_mean_value,tetramm1_current4_mean_value,tetramm1_sum_all_mean_value,sample_y,sample_y_user_setpoint,ts_tetramm1_current1_mean_value,ts_tetramm1_current2_mean_value,ts_tetramm1_current3_mean_value,ts_tetramm1_current4_mean_value,ts_tetramm1_sum_all_mean_value,ts_sample_y,ts_sample_y_user_setpoint
0,3,1782535039.762044,-0.3994063005528828,45.14117517631269,1.0999665988572265,0.00041986766453086044,45.84215534228157,41.19640319824219,41.19602410785223,1782535039.744048,1782535039.744377,1782535039.74464,1782535039.744911,1782535039.745081,1782535039.747414,1782535039.594196
1,7,1782535040.686427,-0.399213349846392,45.40988593774194,1.099801886728047,0.0002942798324052927,46.11076875445589,41.60327117919922,41.60280376886918,1782535040.666729,1782535040.667185,1782535040.667533,1782535040.667864,1782535040.668187,1782535040.665441,1782535040.512863
2,9,1782535041.2207701,-0.39928810813614407,45.19047501102509,1.099772623537391,0.0002176973081503784,45.89117722373444,41.806669921875,41.80619359937765,1782535041.195562,1782535041.19596,1782535041.196201,1782535041.196424,1782535041.198096,1782535041.210451,1782535041.055375
3,11,1782535042.2083867,-0.3992860558017832,45.15649181781198,1.099878432454839,0.00029046642161591744,45.857374660886734,42.00978302001953,42.00958342988613,1782535042.150571,1782535042.150969,1782535042.151261,1782535042.151516,1782535042.151999,1782535042.189451,1782535041.988296
4,22,1782535044.9287257,-0.3993819257312861,45.18956045127789,102.02076328721563,0.0003483930252746835,146.81129020578763,43.12843658447266,43.12822749768274,1782535044.855039,1782535044.855475,1782535044.855687,1782535044.85595,1782535044.856891,1782535044.894436,1782535044.69382
5,26,1782535046.005494,-0.3992395535987561,45.238471523622096,96.17141170247102,0.00030742269310633156,141.01095109518766,43.53543395996094,43.535007158699685,1782535045.943067,1782535045.943405,1782535045.943666,1782535045.943901,1782535045.944122,1782535045.968444,1782535045.814908
6,33,1782535047.9840717,-0.3992976921503798,45.23941289456715,81.69323831689138,0.000350611059909597,126.5337041303681,44.247078857421876,44.246871565479346,1782535047.86477,1782535047.86495,1782535047.865196,1782535047.865406,1782535047.86739,1782535047.917448,1782535047.718113
7,40,1782535049.879394,-0.3992168126021181,45.372858184067475,82.38912214271045,0.00031885994624727867,127.36308237412214,44.9589404296875,44.95873597225901,1782535049.797115,1782535049.797305,1782535049.79751,1782535049.797752,1782535049.797935,1782535049.850462,1782535049.649726
8,47,1782535051.9001124,-0.39931682145556247,45.20578867350254,86.37167423684915,0.0002657298983470229,131.1784118187947,45.670819396972654,45.67060037903867,1782535051.815696,1782535051.816121,1782535051.816434,1782535051.816701,1782535051.816949,1782535051.880498,1782535051.679413
9,54,1782535053.757764,-0.3992461246431699,45.20674196053545,1.1000120061779564,0.0002526019337818799,45.90776044400401,46.382961425781254,46.38246478581833,1782535053.695806,1782535053.696132,1782535053.696381,1782535053.696703,1782535053.697235,1782535053.746413,1782535053.592138
10,58,1782535054.7595754,-0.39926805989750813,45.202277896101585,1.1000338325532726,0.0002322404056256409,45.903275909162886,46.78972686767578,46.78924444683528,1782535054.741974,1782535054.742179,1782535054.742354,1782535054.742573,1782535054.742737,1782535054.75046,1782535054.595336
11,1,1782535039.2735534,-0.3993834210460165,45.17477705471252,1.099906976241967,0.00033613201581868826,45.875636741924254,40.99240447998047,40.992634277343754,1782535039.126447,1782535039.126657,1782535039.126894,1782535039.127113,1782535039.127904,1782535039.170473,1782535038.591639
12,6,1782535040.4629216,-0.39929906384845526,45.14854080815311,1.0999003258553282,0.00031204049523409047,45.849454110655145,41.501548767089844,41.50110885361494,1782535040.417026,1782535040.417336,1782535040.417542,1782535040.417823,1782535040.418125,1782535040.453455,1782535040.30107
13,14,1782535042.875639,-0.3993185744291056,45.189387668003135,1.0998095812179391,0.0002930047231725955,45.89017167951514,42.315145874023436,42.31466817564884,1782535042.868396,1782535042.868713,1782535042.868967,1782535042.869264,1782535042.869469,1782535042.865409,1782535042.712651
14,18,1782535043.8646076,-0.39927380881669206,45.15791579031764,1.1009798377646212,0.00020160352292834243,45.85982342278841,42.72163360595703,42.72144783666579,1782535043.848432,1782535043.8488,1782535043.849234,1782535043.849645,1782535043.850135,1782535043.8514,1782535043.649762
15,25,1782535045.7582214,-0.3992383516874129,45.38593013250669,97.22204649950926,0.00023855040879118536,142.20897683073738,43.43380126953125,43.43331224344545,1782535045.662059,1782535045.662357,1782535045.662668,1782535045.663058,1782535045.663178,1782535045.69846,1782535045.544185
16,29,1782535046.8319073,-0.39931602316004833,45.367582336144714,92.33011752776613,0.00025923220386918865,137.29864307295492,43.84028533935547,43.8400919044624,1782535046.766361,1782535046.766718,1782535046.767009,1782535046.767201,1782535046.768242,1782535046.820446,1782535046.619664
