,seq_num,time,tetramm1_current1_mean_value,tetramm1_current2_mean_value,tetramm1_current3_mean_value,tetramm1_current4_mean_value,tetramm1_sum_all_mean_value,sample_x,sample_x_user_setpoint,ts_tetramm1_current1_mean_value,ts_tetramm1_current2_mean_value,ts_tetramm1_current3_mean_value,ts_tetramm1_current4_mean_value,ts_tetramm1_sum_all_mean_value,ts_sample_x,ts_sample_x_user_setpoint
0,7,1782589454.5990205,-0.39903152761765637,44.78804042154046,1.0990971527777056,0.0002677438559201625,45.48837379055658,134.05045379638673,134.05016949152545,1782589454.58242,1782589454.582914,1782589454.583198,1782589454.583505,1782589454.583909,1782589454.584323,1782589454.341827
1,14,1782589456.8231776,-0.3990745462139557,44.79580226330397,1.0992890264859938,0.00012915020754379863,45.49614589378349,134.7624270629883,134.7620338983051,1782589456.813222,1782589456.813449,1782589456.813672,1782589456.813885,1782589456.814645,1782589456.814274,1782589456.571734
2,21,1782589459.3106687,-0.39896629823591995,44.91617560436532,86.40327703501487,0.0003082062298544606,130.920794547374,135.47435638427737,135.47389830508476,1782589459.219247,1782589459.219526,1782589459.219807,1782589459.220116,1782589459.220613,1782589459.239317,1782589458.994908
3,5,1782589453.8905818,-0.399110594618083,44.916010268645465,1.0990083369758572,0.00039229193776018793,45.616300302941056,133.8470541381836,133.84677966101697,1782589453.829561,1782589453.829834,1782589453.830054,1782589453.830676,1782589453.831105,1782589453.844298,1782589453.600733
4,10,1782589455.5267262,-0.39896085761369654,44.856793269768694,1.0991281318127981,0.00014781208659430496,45.55710835605427,134.35557250976564,134.35525423728816,1782589455.508551,1782589455.508751,1782589455.508907,1782589455.509002,1782589455.509541,1782589455.522265,1782589455.279724
5,12,1782589456.197056,-0.3989854186049582,44.80404521711687,1.099088552703247,0.0001141274544926851,45.5042624786696,134.55908203125003,134.55864406779665,1782589456.180224,1782589456.180505,1782589456.180742,1782589456.180977,1782589456.181144,1782589456.189321,1782589455.953017
6,19,1782589458.570474,-0.3990186789322169,44.75463069005822,86.52594106769816,0.00017269757122215847,130.88172577639529,135.27093902587893,135.2705084745763,1782589458.507959,1782589458.508271,1782589458.508533,1782589458.510176,1782589458.510365,1782589458.549272,1782589458.306347
7,22,1782589459.620017,-0.3990059523740744,44.856487920016015,85.51645793674025,0.0003946276518686809,129.9743345320342,135.57607421875002,135.57559322033902,1782589459.587285,1782589459.587556,1782589459.587886,1782589459.588123,1782589459.588336,1782589459.600276,1782589459.357249
8,25,1782589460.986041,-0.39896021867941445,44.7061754080767,87.42772125705241,0.0003086590723856989,131.73524510552193,135.8809573364258,135.88067796610173,1782589460.916005,1782589460.91628,1782589460.916526,1782589460.916826,1782589460.91706,1782589460.981269,1782589460.689274
9,27,1782589461.6991296,-0.39895748868748165,44.64169000883186,86.11325477442148,0.0002145601819306811,130.3562018547477,136.08437652587892,136.08406779661019,1782589461.65155,1782589461.651871,1782589461.652167,1782589461.652475,1782589461.652671,1782589461.694269,1782589461.403065
10,34,1782589464.4513786,-0.39898626307054796,44.79194145082052,87.64080813033011,0.00015683616572009982,132.0339201542458,136.79633972167971,136.79593220338987,1782589464.36507,1782589464.365343,1782589464.365612,1782589464.365937,1782589464.366095,1782589464.41733,1782589464.127435
11,41,1782589466.9822903,-0.39913133540786616,44.77127746487063,88.23391986887455,0.000282842579264345,132.60634884091652,137.5082281494141,137.50779661016952,1782589466.92513,1782589466.925366,1782589466.925543,1782589466.925732,1782589466.926112,1782589466.976317,1782589466.684175
12,50,1782589470.4481926,-0.39903578122211036,44.992177902576586,1.0991038016748929,0.00047763785876271767,45.69272356088816,138.423505859375,138.42305084745766,1782589470.351238,1782589470.351589,1782589470.351806,1782589470.352076,1782589470.352355,1782589470.428312,1782589470.137192
13,57,1782589473.1896322,-0.3991895454486411,45.02140508720193,1.0993014723159455,0.0003747562065834204,45.72189177027576,139.13538574218754,139.1349152542373,1782589473.094528,1782589473.09504,1782589473.095278,1782589473.095484,1782589473.095653,1782589473.132339,1782589472.842612
14,59,1782589473.9885523,-0.39899153092732403,44.99943033158186,1.0993289734892697,0.00028022383857382856,45.700047997982274,139.3387634277344,139.3383050847458,1782589473.887561,1782589473.887891,1782589473.889185,1782589473.889471,1782589473.889633,1782589473.925316,1782589473.63311
15,1,1782589451.4127746,-0.39901797148749873,44.98131489893427,1.0989922122086102,0.0005088124919658625,45.681797952147356,133.43994689941408,133.44000000000003,1782589451.212053,1782589451.212371,1782589451.2126,1782589451.212874,1782589451.21333,1782589451.312276,1782589450.739683
16,3,1782589452.3565967,-0.39900942853401616,44.88867774199818,1.098865257593722,0.0004093658887241812,45.58894293694663,133.64373229980473,133.6433898305085,1782589452.253847,1782589452.254067,1782589452.254316,1782589452.254574,1782589452.25476,1782589452.296332,1782589452.145262
17,8,1782589454.9207654,-0.3990024181291971,44.72104221725743,1.0990547035012892,0.00022506791619171797,45.42131957054557,134.15216308593753,134.15186440677968,1782589454.889939,1782589454.890298,1782589454.890581,1782589454.890905,1782589454.891175,1782589454.893285,1782589454.649638
18,15,1782589457.2491746,-0.3990139591589281,44.71830449605972,1.10571415045355,3.554288957334894e-05,45.42504023024388,134.86414337158206,134.86372881355936,1782589457.218035,1782589457.218301,1782589457.218549,1782589457.21881,1782589457.21997,1782589457.23732,1782589456.956825
19,17,1782589457.8686032,-0.3990504752212474,44.72195826651543,89.3521904847006,0.0002484771937522785,133.67534675318865,135.06755554199222,135.06711864406782,1782589457.766122,1782589457.766447,1782589457.766669,1782589457.766999,1782589457.767521,1782589457.860264,1782589457.618116
20,24,1782589460.6413133,-0.3990072317319957,44.83298939465423,87.00295652411644,0.0002953627814849313,131.43723404982026,135.77947692871095,135.77898305084747,1782589460.556509,1782589460.556866,1782589460.557177,1782589460.557413,1782589460.5579,1782589460.568272,1782589460.322767
21,31,1782589463.34436,-0.3990024345121292,44.78383255299679,84.77974292794082,0.00026008873168320893,129.1648331351572,136.49123504638675,136.49084745762715,1782589463.290353,1782589463.290608,1782589463.290852,1782589463.291103,1782589463.291698,1782589463.338274,1782589463.047027
22,33,1782589464.0734174,-0.39895716102887496,44.75305478743193,86.19532003763601,0.00021127260473843392,130.54962893664376,136.6946310424805,136.6942372881356,1782589463.988343,1782589463.988671,1782589463.988915,1782589463.989096,1782589463.989497,1782589464.067267,1782589463.77551
23,40,1782589466.6341658,-0.3990777230130806,44.62221912118423,88.16131685322013,0.00034663528123895544,132.38480488667264,137.40651123046877,137.4061016949153,1782589466.561751,1782589466.562029,1782589466.562333,1782589466.562536,1782589466.562759,1782589466.624315,1782589466.333087
24,43,1782589467.7400725,-0.3991668670050092,44.861111362125605,86.0542171518963,0.0003343549068062951,130.51649600192374,137.7116186523438,137.711186440678,1782589467.651989,1782589467.652451,1782589467.652691,1782589467.652932,1782589467.653125,1782589467.727285,1782589467.435525
25,47,1782589469.220246,-0.3989223890039541,44.8651375103287,1.0994125062180151,0.00038563634424185726,45.56601326388698,138.118395690918,138.11796610169495,1782589469.165231,1782589469.16557,1782589469.165796,1782589469.166074,1782589469.166509,1782589469.212273,1782589468.921028
26,49,1782589470.0553184,-0.39912980732727477,44.89573355555288,1.099315127577917,0.00028414003270088643,45.59620301583626,138.32178833007816,138.3213559322034,1782589469.98873,1782589469.988932,1782589469.989038,1782589469.98932,1782589469.989491,1782589470.045317,1782589469.752594
27,56,1782589472.786896,-0.39925318419677996,44.864127621878225,1.0992282272065819,0.00034667550080587465,45.56444934038894,139.03366638183596,139.03322033898309,1782589472.718625,1782589472.719213,1782589472.719473,1782589472.719752,1782589472.719946,1782589472.781349,1782589472.489606
28,4,1782589453.455671,-0.3989834735043221,45.057025252991686,1.0989940248671886,0.0004144648360413825,45.75745026919065,133.74534454345707,133.74508474576274,1782589453.439451,1782589453.43971,1782589453.439919,1782589453.440165,1782589453.440579,1782589453.370344,1782589453.12614
29,9,1782589455.2250097,-0.3990644007120173,44.864331684883716,1.0990292786188856,0.00018933506540439853,45.56448589785589,134.25385925292971,134.25355932203394,1782589455.21022,1782589455.210398,1782589455.210604,1782589455.210749,1782589455.211014,1782589455.21926,1782589454.97568
30,11,1782589455.8999565,-0.39898270797466834,44.70559300927991,1.0991204462595952,0.0001653686723613279,45.40589611623719,134.4572790527344,134.4569491525424,1782589455.831631,1782589455.831981,1782589455.832306,1782589455.832555,1782589455.833228,1782589455.816327,1782589455.572479
31,16,1782589457.5703661,-0.3990284103928256,44.74381386125652,77.34024154849908,0.00017654971196486377,121.68520354907459,134.96586853027347,134.9654237288136,1782589457.54681,1782589457.547061,1782589457.547259,1782589457.547427,1782589457.548299,1782589457.565269,1782589457.322529
32,18,1782589458.2527666,-0.39910081847675594,44.816783515094315,90.69924450827997,0.00016504244698520556,135.11709224734454,135.16922851562504,135.16881355932205,1782589458.162981,1782589458.163286,1782589458.163534,1782589458.165561,1782589458.165761,1782589458.206326,1782589457.96203
33,26,1782589461.3543184,-0.39896675248989727,44.687566947291565,86.005633131375,0.00018701722665898158,130.29442034340315,135.98266876220706,135.98237288135596,1782589461.276762,1782589461.277074,1782589461.277305,1782589461.277524,1782589461.278485,1782589461.326356,1782589461.035412
34,28,1782589462.256423,-0.3990295944318795,44.72448000861985,87.47727456733033,0.00021464211067810895,131.80293962362896,136.18608673095704,136.18576271186444,1782589462.186078,1782589462.186445,1782589462.186787,1782589462.187102,1782589462.187475,1782589462.247267,1782589461.956421
35,35,1782589464.7962694,-0.3989901011443143,44.62490470949724,88.57975977181195,0.0002774293234797393,132.80595180948796,136.89802246093754,136.8976271186441,1782589464.757233,1782589464.75768,1782589464.758612,1782589464.758883,1782589464.759238,1782589464.790334,1782589464.500196
36,42,1782589467.3616889,-0.399163694673957,44.878711423971076,88.26431128384696,0.0002787684860967906,132.74413778163026,137.60991973876955,137.60949152542375,1782589467.285182,1782589467.285418,1782589467.285885,1782589467.286141,1782589467.286451,1782589467.321336,1782589467.02935
37,44,1782589468.1331935,-0.3991571727783334,44.97219909168188,82.12167258720858,0.0004119950567098248,126.69512650116904,137.81330200195316,137.81288135593223,1782589468.033351,1782589468.033639,1782589468.033981,1782589468.034231,1782589468.035363,1782589468.110335,1782589467.819656
38,51,1782589470.810998,-0.39901487809238256,44.868459119834135,1.099285523303604,0.0002575325547634556,45.56898729760006,138.52520507812503,138.5247457627119,1782589470.738971,1782589470.739434,1782589470.739659,1782589470.739935,1782589470.74028,1782589470.803323,1782589470.513441
39,58,1782589473.5807648,-0.3989761667174,44.88419729294347,1.0992016509806495,0.0002871490521518779,45.58470992625874,139.23707031250004,139.23661016949154,1782589473.572779,1782589473.573053,1782589473.573308,1782589473.573563,1782589473.574053,1782589473.54832,1782589473.257569
40,60,1782589474.3515337,-0.39909878401468296,45.03398847603657,1.0991760160860375,0.00027399874338289123,45.734339706851365,139.44048889160158,139.44000000000003,1782589474.257056,1782589474.257407,1782589474.257717,1782589474.258029,1782589474.258998,1782589474.331335,1782589474.040835
41,2,1782589451.7526183,-0.3990124355464077,44.9421184172599,1.0987883603571313,0.0004325576827006606,45.64232689975324,133.54140258789064,133.54169491525425,1782589451.712118,1782589451.71255,1782589451.712786,1782589451.713092,1782589451.713457,1782589451.744261,1782589451.547155
42,6,1782589454.2871852,-0.399038813553577,44.743195714196055,1.0990570538506956,0.0003377259023595597,45.44355168039553,133.94876312255863,133.94847457627122,1782589454.269526,1782589454.26975,1782589454.269972,1782589454.270151,1782589454.270427,1782589454.266315,1782589453.993565
43,13,1782589456.5186982,-0.3990001140934518,44.7037564422306,1.0990999574088436,8.488633972884153e-05,45.40394117188564,134.6606823730469,134.66033898305088,1782589456.499652,1782589456.500144,1782589456.500402,1782589456.500564,1782589456.501807,1782589456.489268,1782589456.244592
44,20,1782589458.9052918,-0.3989420157544752,44.79565927024906,83.50634909317965,0.00018770095929660736,127.90325404863323,135.3726763916016,135.37220338983053,1782589458.868583,1782589458.868904,1782589458.869318,1782589458.869637,1782589458.870413,1782589458.868324,1782589458.624448
45,29,1782589462.642556,-0.39912829562961327,44.65882534324873,86.73647581302622,0.0002583280084203023,130.99643118865376,136.2878079223633,136.28745762711867,1782589462.546529,1782589462.546979,1782589462.5474,1782589462.547711,1782589462.548101,1782589462.636329,1782589462.345077
46,32,1782589463.710467,-0.3989946630457283,44.62274491856329,84.61228127125149,0.00027825307979478895,128.83630977984922,136.59292785644533,136.59254237288138,1782589463.639798,1782589463.640097,1782589463.640356,1782589463.640639,1782589463.641254,1782589463.688273,1782589463.399518
47,36,1782589465.1515095,-0.3991119990820179,44.73755493608088,82.9269536646233,0.0002955728170010649,127.26569217443938,136.999723815918,136.99932203389832,1782589465.087898,1782589465.088158,1782589465.088402,1782589465.088608,1782589465.08908,1782589465.140318,1782589464.8493
48,38,1782589465.9121335,-0.39905438180544966,44.75690964187141,84.75878987275644,0.0003474649960083621,129.1169925978187,137.2030978393555,137.2027118644068,1782589465.821385,1782589465.821708,1782589465.821971,1782589465.822511,1782589465.822686,1782589465.896324,1782589465.60398
49,45,1782589468.4894302,-0.39911551992268013,44.888546665031114,1.4404562158477083,0.0003886334467841324,45.93027599440298,137.91502044677736,137.91457627118646,1782589468.424137,1782589468.424532,1782589468.424934,1782589468.42522,1782589468.425463,1782589468.479329,1782589468.191333
50,48,1782589469.6732304,-0.39903187314855076,44.9797821921266,1.0992952211014537,0.0003629659150217374,45.68040850599455,138.22008758544925,138.21966101694917,1782589469.524462,1782589469.524804,1782589469.525008,1782589469.525248,1782589469.525442,1782589469.575325,1782589469.285414
51,52,1782589471.1915967,-0.39905509073952555,44.81511377327576,1.0992908406340147,0.00042510663552548274,45.515774629805776,138.62688140869145,138.62644067796612,1782589471.100751,1782589471.101062,1782589471.10142,1782589471.101713,1782589471.10206,1782589471.182315,1782589470.892303
52,54,1782589471.947768,-0.3990641579467773,45.0716671460132,1.0993318436561375,0.0002974363236016541,45.77223226804618,138.83028503417972,138.8298305084746,1782589471.939933,1782589471.940163,1782589471.940427,1782589471.94065,1782589471.94077,1782589471.931333,1782589471.640946
53,23,1782589460.2625048,-0.39897559480419564,44.71137975947202,87.24582038515558,0.00010006699182045301,131.55832461681547,135.6775604248047,135.67728813559324,1782589460.202531,1782589460.203011,1782589460.203241,1782589460.203527,1782589460.203985,1782589460.256329,1782589459.965685
54,30,1782589462.994016,-0.39906642028051786,44.742787588185045,86.90866521244773,0.0002722201447569094,131.25265860049703,136.38949218750003,136.3891525423729,1782589462.946899,1782589462.947225,1782589462.947452,1782589462.947756,1782589462.948294,1782589462.989355,1782589462.69845
55,37,1782589465.5279117,-0.3990452356622613,44.7667463724424,84.95431216189064,0.00040962508148877135,129.32242292375219,137.1014193725586,137.10101694915258,1782589465.439015,1782589465.439367,1782589465.439558,1782589465.439885,1782589465.440118,1782589465.523276,1782589465.234573
56,39,1782589466.261686,-0.39902803805349907,44.66444824723201,86.43366396525826,0.0003471894174942868,130.6994313638544,137.30481597900393,137.30440677966104,1782589466.215524,1782589466.215922,1782589466.216191,1782589466.216484,1782589466.21687,1782589466.254284,1782589465.961417
57,46,1782589468.8720412,-0.3991373136880738,44.81764445244599,1.0996252024134754,0.0004877568038768685,45.518620097975315,138.01670715332034,138.0162711864407,1782589468.788116,1782589468.78844,1782589468.788667,1782589468.789011,1782589468.790931,1782589468.846277,1782589468.55606
58,53,1782589471.5478563,-0.3990400229117057,45.01051527236165,1.09919735094342,0.00037580936339126804,45.71104840975678,138.728610534668,138.72813559322037,1782589471.494402,1782589471.494692,1782589471.494947,1782589471.496657,1782589471.496939,1782589471.537319,1782589471.250137
59,55,1782589472.4338233,-0.39921771664199995,45.0758899096668,1.0992291551328677,0.0002931283611005326,45.776194476518825,138.93198394775393,138.93152542372883,1782589472.332553,1782589472.332855,1782589472.333081,1782589472.33328,1782589472.333593,1782589472.401323,1782589472.088776
