,seq_num,time,tetramm1_current1_mean_value,tetramm1_current2_mean_value,tetramm1_current3_mean_value,tetramm1_current4_mean_value,tetramm1_sum_all_mean_value,sample_y,sample_y_user_setpoint,ts_tetramm1_current1_mean_value,ts_tetramm1_current2_mean_value,ts_tetramm1_current3_mean_value,ts_tetramm1_current4_mean_value,ts_tetramm1_sum_all_mean_value,ts_sample_y,ts_sample_y_user_setpoint
0,3,1782400405.655197,-0.39952268191114276,14.93227917992459,1.100520269982571,0.0004804457803791139,15.63375721377638,40.70375152587891,40.703386168399106,1782400405.614871,1782400405.615128,1782400405.61532,1782400405.615505,1782400405.615849,1782400405.642028,1782400405.486468
1,10,1782400408.086432,-0.39962245991420625,14.858800113328522,1.1004156049614142,0.0005370004499218582,15.560130258825597,41.415744934082035,41.41525057517877,1782400408.0384,1782400408.038728,1782400408.039042,1782400408.039393,1782400408.039748,1782400408.05897,1782400407.880588
2,13,1782400408.8590488,-0.39970064223639534,14.849585998350829,1.1006956108147827,0.000535935376205295,15.551116902305392,41.72080352783203,41.72033532094147,1782400408.816445,1782400408.817023,1782400408.817296,1782400408.817448,1782400408.817623,1782400408.844021,1782400408.690281
3,15,1782400409.7559748,-0.39969354693821085,14.938910482847412,1.1006591029476185,0.0005403178193858978,15.640416356676193,41.92420318603516,41.92372515144995,1782400409.742717,1782400409.743154,1782400409.743503,1782400409.743715,1782400409.743936,1782400409.737973,1782400409.58329
4,19,1782400410.7068083,-0.39978100944574607,14.878640399701352,1.1006915610048695,0.00028532278589102887,15.579836274046368,42.33100250244141,42.3305048124669,1782400410.685498,1782400410.685867,1782400410.686107,1782400410.686264,1782400410.687113,1782400410.697016,1782400410.544113
5,22,1782400411.494639,-0.3995344835784015,14.941801623676955,1.1005375252410707,0.00033413593360862487,15.643138801273224,42.63607879638672,42.63558955822961,1782400411.428849,1782400411.429098,1782400411.429264,1782400411.429445,1782400411.429896,1782400411.468024,1782400411.314018
6,25,1782400412.37157,-0.39962023034632504,14.937997412611182,1.1009787757879892,0.0003071292392291795,15.63966308729208,42.94087585449219,42.940674303992324,1782400412.275682,1782400412.275806,1782400412.276006,1782400412.276194,1782400412.2766,1782400412.362962,1782400412.162273
7,27,1782400412.9068606,-0.39977685711758937,14.940966008012168,55.84653266422585,0.00038440294418966926,70.38810621806456,43.14427429199219,43.144064134500795,1782400412.820955,1782400412.821242,1782400412.821487,1782400412.822196,1782400412.822744,1782400412.89601,1782400412.69451
8,34,1782400414.6954892,-0.3998539671025208,14.986428862417004,57.759565674019676,0.00050561876042976,72.34664618809454,43.856420288085936,43.85592854128046,1782400414.659045,1782400414.659326,1782400414.659533,1782400414.659747,1782400414.660619,1782400414.680021,1782400414.527453
9,40,1782400416.3257666,-0.399860819635466,15.011480947740239,57.77733513922338,0.000538032752139451,72.38949330008026,44.46632904052734,44.46609803280588,1782400416.257894,1782400416.258239,1782400416.25863,1782400416.258852,1782400416.259177,1782400416.31597,1782400416.115858
10,44,1782400417.4158816,-0.39993513409674214,15.122693796219478,57.7806585630779,0.0004011551386183081,72.50381838033917,44.873086853027345,44.87287769382283,1782400417.345869,1782400417.346052,1782400417.346274,1782400417.346529,1782400417.346982,1782400417.398969,1782400417.197689
11,49,1782400418.9154108,-0.3998916731613251,14.893206327662334,57.4952820644934,0.0004429164556027372,71.9890396354501,45.381551818847655,45.38135227009402,1782400418.863366,1782400418.863735,1782400418.863962,1782400418.864488,1782400418.865874,1782400418.900007,1782400418.699762
12,54,1782400420.3275177,-0.3999092788539866,14.870622362047786,57.78043759001825,0.0005174433131040036,72.25166811652515,45.890037841796875,45.8898268463652,1782400420.290761,1782400420.290993,1782400420.291265,1782400420.291568,1782400420.293341,1782400420.313966,1782400420.112887
13,58,1782400421.355963,-0.3998919889050728,14.921355106331596,1.1005140291942144,0.0004840700102426109,15.622461216630983,46.29707305908203,46.29660650738215,1782400421.328782,1782400421.328971,1782400421.329359,1782400421.329732,1782400421.329952,1782400421.351022,1782400421.19653
14,2,1782400405.425983,-0.3995125751324943,14.94914789187447,1.1003983467240173,0.000492663591041011,15.65052632705703,40.60206329345703,40.601691253144864,1782400405.359618,1782400405.359865,1782400405.360084,1782400405.360327,1782400405.361871,1782400405.41301,1782400405.260741
15,5,1782400406.206471,-0.3994820254355237,14.930579647886162,1.100575498725359,0.0005033902984997188,15.632176511474524,40.90718902587891,40.90677599890758,1782400406.099265,1782400406.099401,1782400406.099624,1782400406.099835,1782400406.100464,1782400406.198975,1782400406.017552
16,8,1782400407.5116282,-0.3996347992394503,14.804483605605286,1.1003690984278447,0.0005222011389091858,15.50574010593263,41.21228454589844,41.21186074467029,1782400407.486578,1782400407.487009,1782400407.487251,1782400407.487788,1782400407.488058,1782400407.499005,1782400407.344305
17,21,1782400411.2524915,-0.3998384882120849,14.965343344857375,1.1006886223233843,0.0003478016486796134,15.666541280617354,42.53408142089844,42.533894642975376,1782400411.182087,1782400411.182253,1782400411.182437,1782400411.182601,1782400411.182898,1782400411.235032,1782400411.032611
18,24,1782400412.1053078,-0.39980666511462226,14.973775466565856,1.100504651627746,0.00034194150881812664,15.67481539458779,42.8391943359375,42.83897938873809,1782400411.993749,1782400411.994055,1782400411.994246,1782400411.994471,1782400411.994803,1782400412.078004,1782400411.878086
19,38,1782400415.7329848,-0.39998045821814493,15.02087380403657,57.744957133861355,0.0005438362866845316,72.36639431596647,44.262921447753904,44.26270820229741,1782400415.660138,1782400415.660351,1782400415.660797,1782400415.660983,1782400415.661495,1782400415.727006,1782400415.526298
