,seq_num,time,tetramm1_current1_mean_value,tetramm1_current2_mean_value,tetramm1_current3_mean_value,tetramm1_current4_mean_value,tetramm1_sum_all_mean_value,sample_x,sample_x_user_setpoint,ts_tetramm1_current1_mean_value,ts_tetramm1_current2_mean_value,ts_tetramm1_current3_mean_value,ts_tetramm1_current4_mean_value,ts_tetramm1_sum_all_mean_value,ts_sample_x,ts_sample_x_user_setpoint
0,3,1782400346.8000383,-0.3998195689062837,14.80971476819849,1.1008791391442763,0.0003860832283187372,15.511160421664757,103.40378234863283,103.40336633197334,1782400346.789157,1782400346.789492,1782400346.789741,1782400346.789986,1782400346.790314,1782400346.795051,1782400346.644712
1,6,1782400347.5161607,-0.39970292839985266,14.911640515661647,1.1008613476843878,0.00045743125041979764,15.6132563661966,103.70892303466799,103.70845107773606,1782400347.431147,1782400347.431318,1782400347.431532,1782400347.431761,1782400347.43224,1782400347.507024,1782400347.309509
2,18,1782400353.073237,-0.3997289519399836,14.83110712502185,1.1009948216144734,0.00039857363826753094,15.532771568334631,104.92918670654299,104.92879006078691,1782400353.01545,1782400353.015779,1782400353.016541,1782400353.016811,1782400353.017383,1782400353.065948,1782400352.773946
3,20,1782400353.8118923,-0.39967698081694464,14.815360014846652,56.994828944611776,0.00041424884207088864,71.41092622748354,105.13260314941408,105.13217989129538,1782400353.723083,1782400353.723292,1782400353.723546,1782400353.723793,1782400353.724882,1782400353.773993,1782400353.484178
4,23,1782400355.1380622,-0.39976903501304023,14.812474832061023,57.695672478351106,0.0004031914403952908,72.10878146683966,105.43773620605471,105.43726463705809,1782400355.056963,1782400355.057165,1782400355.057476,1782400355.057702,1782400355.059254,1782400355.04099,1782400354.752127
5,25,1782400356.1778486,-0.3997283800267799,14.885189779519774,57.60318855558997,0.0004831628355665441,72.08913311791852,105.64114257812503,105.64065446756656,1782400356.115795,1782400356.116112,1782400356.116376,1782400356.116582,1782400356.117452,1782400356.12295,1782400355.797606
6,28,1782400357.4072447,-0.39980851787510646,14.947096835242684,57.60037495946061,0.0004270803735317017,72.14809035720168,105.9462390136719,105.94573921332928,1782400357.400973,1782400357.401186,1782400357.401367,1782400357.401548,1782400357.402362,1782400357.397059,1782400357.105802
7,30,1782400358.2302055,-0.39980166385280375,14.960374336198255,57.56971307706171,0.0004730483592931613,72.13075879776648,106.14946960449221,106.14912904383776,1782400358.203292,1782400358.203635,1782400358.203902,1782400358.204066,1782400358.204286,1782400358.218954,1782400357.878241
8,37,1782400361.4919112,-0.3996584055526794,14.994572018993578,57.73604127104525,0.0004996349826403386,72.33145451946898,106.86136688232425,106.86099345061741,1782400361.37012,1782400361.37037,1782400361.371376,1782400361.371617,1782400361.371913,1782400361.46,1782400361.123171
9,39,1782400362.4555109,-0.3998187035896905,14.918860175425088,57.675704049772925,0.0005237086278618604,72.19526923023616,107.0647625732422,107.06438328112588,1782400362.389585,1782400362.389802,1782400362.390059,1782400362.390264,1782400362.39048,1782400362.381002,1782400362.044473
10,51,1782400367.5489626,-0.3997805432769098,14.949615598325034,1.1006041140060083,0.0006060306332775013,15.651045199687411,108.2850769042969,108.28472226417674,1782400367.512888,1782400367.513016,1782400367.513537,1782400367.513749,1782400367.51396,1782400367.539999,1782400367.202682
